"full-unstyled-link href","motion-reduce src","full-unstyled-link","vendor-name","linked-product__image src","linked-product__link href 2","linked-product__image src 2","linked-product__link href 3","linked-product__image src 3","product-flag 2","product-card-link","price-item","linked-product__link href 4","linked-product__image src 4","linked-product__link href 5","linked-product__image src 5","product-flag 3"
"https://www.gibson.com/products/gibson-sg-standard-61-stop-bar-british-racing-green","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/SG6125BGNH3_222350101_1_Body.png?v=1761575599&width=720","SG Standard '61 Stop Bar, Exclusive","Gibson","https://www.gibson.com/cdn/shop/files/SG6125BGNH3_222350101_1_Body.png?v=1761575599&width=250","https://www.gibson.com/products/gibson-sg-standard-61-stop-bar-vintage-cherry","https://www.gibson.com/cdn/shop/files/5d245819-caf7-423a-9aa5-c3f485a069a0.webp?v=1744040122&width=250","https://www.gibson.com/products/gibson-sg-standard-61-stop-bar-pelham-blue","https://www.gibson.com/cdn/shop/files/SG6125PBNH3_221650195_1_Body.png?v=1761764887&width=250","Exclusive","British Racing Green","$1,999","","","","",""
"https://www.gibson.com/products/gibson-flying-v-70s-british-racing-green","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/DSVS25BGCH3_221350353_1_Body.png?v=1761577432&width=720","Flying V 70s, Exclusive","Gibson","https://www.gibson.com/cdn/shop/files/DSVS25BGCH3_221350353_1_Body.png?v=1761577432&width=250","https://www.gibson.com/products/gibson-70s-flying-v-antique-natural","https://www.gibson.com/cdn/shop/files/DSVS00ANCH1_body_eccab5ff-5ad2-45d2-970b-3afe21dd1e68.png?v=1744640601&width=250","https://www.gibson.com/products/gibson-70s-flying-v-exclusive-dark-walnut","https://www.gibson.com/cdn/shop/files/DSVS007WCH3_body_57754568-8ece-44db-b0c8-ebb40f1c27a8.webp?v=1744640671&width=250","Exclusive","British Racing Green","$2,499","https://www.gibson.com/products/gibson-70s-flying-v-classic-white","https://www.gibson.com/cdn/shop/files/DSVS00CWCH1_body_ee787697-0f48-4c14-a638-5a3ac99268d1.png?v=1744640521&width=250","","",""
"https://www.gibson.com/products/gibson-les-paul-standard-50s-british-racing-green","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/LPS5P25BTNH3_220050126_1_Body.png?v=1759416536&width=720","Les Paul Standard 50s, Exclusive","Gibson","https://www.gibson.com/cdn/shop/files/LPS5P25BTNH3_220050126_1_Body.png?v=1759416536&width=250","","","https://www.gibson.com/products/gibson-les-paul-standard-50s-figured-top-exclusive-iced-tea-iced-tea-exclusive","https://www.gibson.com/cdn/shop/files/LPS524ITNH3_body_0e48cf3b-9bc1-4e5a-87c6-cad3d7968d0b.webp?v=1744311928&width=250","Exclusive","British Racing Green","$2,599","https://www.gibson.com/products/gibson-les-paul-standard-50s-figured-top-exclusive-dark-purple-burst","https://www.gibson.com/cdn/shop/files/LPS500PUNH1_body_96aa2767-8077-41ae-b4f9-6df39885690c.png?v=1744311865&width=250","https://www.gibson.com/products/gibson-les-paul-standard-50s-translucent-black-transparent-black","https://www.gibson.com/cdn/shop/files/LPS5Y23BLNH3_body_003960a7-7b86-4dde-b115-5aa57038c58d.webp?v=1744311744&width=250",""
"https://www.gibson.com/products/gibson-les-paul-standard-50s-p-90-british-racing-green","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/LPS5P925BTNH3_220050041_1_Body.png?v=1759416578&width=720","Les Paul Standard 50s P-90, Exclusive","Gibson","https://www.gibson.com/cdn/shop/files/LPS5P925BTNH3_220050041_1_Body.png?v=1759416578&width=250","https://www.gibson.com/products/gibson-les-paul-standard-50s-p-90-gold-top-goldtop","https://www.gibson.com/cdn/shop/files/352c0396-88e9-4014-8eaa-f75e0b9255d7.webp?v=1744039929&width=250","","","Exclusive","British Racing Green","$2,599","https://www.gibson.com/products/gibson-les-paul-standard-50s-p-90-ebony","https://www.gibson.com/cdn/shop/files/LPS5P9G20EBNH3_body.webp?v=1744039931&width=250","https://www.gibson.com/products/gibson-les-paul-standard-50s-p-90-tobacco-burst","https://www.gibson.com/cdn/shop/files/LPS5P900TONH1_body_e1c865e9-408c-4002-8028-b91b7cf867a8.png?v=1745425581&width=250",""
"https://www.gibson.com/products/gibson-es-335-satin-smokehouse","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/ES35S00EKNH1_1_Body.png?v=1757704853&width=720","ES-335","Gibson","https://www.gibson.com/cdn/shop/files/ES35S00EKNH1_1_Body.png?v=1757704853&width=250","https://www.gibson.com/products/gibson-es-335-satin-cherry","https://www.gibson.com/cdn/shop/files/ES35S00WCNH1_body.webp?v=1744039507&width=250","","","","Satin Smokehouse","$2,999","https://www.gibson.com/products/gibson-es-335-satin-vintage-burst","https://www.gibson.com/cdn/shop/files/ES35S00SVNH1_body.webp?v=1744040948&width=250","","",""
"https://www.gibson.com/products/gibson-x-loog-sg-cardinal-red-kids-guitar","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/LGINBGNSG1CRDOS1X_1_Body.png?v=1757534804&width=720","Gibson x Loog 3-String SG, Cardinal Red","Gibson","https://www.gibson.com/cdn/shop/files/LGINBGNSG1CRDOS1X_1_Body.png?v=1757534804&width=250","https://www.gibson.com/products/gibson-x-loog-les-paul-frost-blue-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNLP1FBLOS1X_1_Body.png?v=1757534289&width=250","https://www.gibson.com/products/gibson-x-loog-les-paul-tv-yellow-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNLP1TVYOS1X_1_Body.png?v=1757534698&width=250","","Cardinal Red","$229","","","https://www.gibson.com/products/gibson-x-loog-les-paul-shell-pink-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNLP1SHPOS1X_1_Body.png?v=1757534466&width=250",""
"https://www.gibson.com/products/gibson-x-loog-les-paul-tv-yellow-kids-guitar","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/LGINBGNLP1TVYOS1X_1_Body.png?v=1757534698&width=720","Gibson x Loog 3-String Les Paul, TV Yellow","Gibson","https://www.gibson.com/cdn/shop/files/LGINBGNLP1TVYOS1X_1_Body.png?v=1757534698&width=250","https://www.gibson.com/products/gibson-x-loog-les-paul-frost-blue-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNLP1FBLOS1X_1_Body.png?v=1757534289&width=250","https://www.gibson.com/products/gibson-x-loog-sg-cardinal-red-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNSG1CRDOS1X_1_Body.png?v=1757534804&width=250","","TV Yellow","$229","","","https://www.gibson.com/products/gibson-x-loog-les-paul-shell-pink-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNLP1SHPOS1X_1_Body.png?v=1757534466&width=250",""
"https://www.gibson.com/products/gibson-x-loog-les-paul-frost-blue-kids-guitar","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/LGINBGNLP1FBLOS1X_1_Body.png?v=1757534289&width=720","Gibson x Loog 3-String Les Paul, Frost Blue","Gibson","https://www.gibson.com/cdn/shop/files/LGINBGNLP1FBLOS1X_1_Body.png?v=1757534289&width=250","https://www.gibson.com/products/gibson-x-loog-les-paul-shell-pink-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNLP1SHPOS1X_1_Body.png?v=1757534466&width=250","https://www.gibson.com/products/gibson-x-loog-sg-cardinal-red-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNSG1CRDOS1X_1_Body.png?v=1757534804&width=250","","Frost Blue","$229","","","https://www.gibson.com/products/gibson-x-loog-les-paul-tv-yellow-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNLP1TVYOS1X_1_Body.png?v=1757534698&width=250",""
"https://www.gibson.com/products/gibson-x-loog-les-paul-shell-pink-kids-guitar","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/LGINBGNLP1SHPOS1X_1_Body.png?v=1757534466&width=720","Gibson x Loog 3-String Les Paul, Shell Pink","Gibson","https://www.gibson.com/cdn/shop/files/LGINBGNLP1SHPOS1X_1_Body.png?v=1757534466&width=250","https://www.gibson.com/products/gibson-x-loog-les-paul-frost-blue-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNLP1FBLOS1X_1_Body.png?v=1757534289&width=250","https://www.gibson.com/products/gibson-x-loog-sg-cardinal-red-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNSG1CRDOS1X_1_Body.png?v=1757534804&width=250","","Shell Pink","$229","","","https://www.gibson.com/products/gibson-x-loog-les-paul-tv-yellow-kids-guitar","https://www.gibson.com/cdn/shop/files/LGINBGNLP1TVYOS1X_1_Body.png?v=1757534698&width=250",""
"https://www.gibson.com/products/gibson-custom-select-firebird-custom-figured-top-cobra-burst","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/CSFBCPSL000000482_CS501863_1_Body.png?v=1756223034&width=720","Firebird Custom Figured Top, VOS","Gibson Custom","https://www.gibson.com/cdn/shop/files/CSFBCPSL000000482_CS501863_1_Body.png?v=1756223034&width=250","","","","","Custom Select","Cobra Burst","$7,699","","","","","Exclusive"
"https://www.gibson.com/products/m2m-flying-v-custom","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/CSFVCPSL000000484_1_Body.png?v=1756223061&width=720","Flying V Custom Figured Top, VOS","Gibson Custom","https://www.gibson.com/cdn/shop/files/CSFVCPSL000000484_1_Body.png?v=1756223061&width=250","","","","","Custom Select","Cobra Burst","$7,699","","","","","Exclusive"
"https://www.gibson.com/products/gibson-custom-select-explorer-custom-figured-top-cobra-bur","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/DSMXPSL000000485_1_Body.png?v=1756222354&width=720","Explorer Custom Figured Top, VOS","Gibson Custom","https://www.gibson.com/cdn/shop/files/DSMXPSL000000485_1_Body.png?v=1756222354&width=250","","","","","Custom Select","Cobra Burst","$7,699","","","","","Exclusive"
"https://www.gibson.com/products/gibson-explorer-70s-dark-walnut","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/DSXS007WCH1_218950119_1_Body.png?v=1756222419&width=720","Explorer 70s","Gibson","https://www.gibson.com/cdn/shop/files/DSXS007WCH1_218950119_1_Body.png?v=1756222419&width=250","https://www.gibson.com/products/gibson-70s-explorer-classic-white","https://www.gibson.com/cdn/shop/files/DSXS00CWCH1_body_8914ab14-9c2e-4b08-99d6-59c20d5dc7ad.png?v=1745513294&width=250","","","","Dark Walnut","$2,499","","","https://www.gibson.com/products/gibson-70s-explorer-antique-natural","https://www.gibson.com/cdn/shop/files/DSXS00ANCH1_body.png?v=1745513403&width=250",""
"https://www.gibson.com/products/gibson-explorer-80s-cherry","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/DSXE00CHCH1_218450135_1_Body.png?v=1756222388&width=720","Explorer 80s","Gibson","https://www.gibson.com/cdn/shop/files/DSXE00CHCH1_218450135_1_Body.png?v=1756222388&width=250","https://www.gibson.com/products/gibson-80s-explorer-ebony","https://www.gibson.com/cdn/shop/files/DSXE00EBCH1_body.png?v=1745258465&width=250","https://www.gibson.com/products/gibson-explorer-80s-british-racing-green","https://www.gibson.com/cdn/shop/files/DSXE25BGCH3_221750072_1_Body.png?v=1761575839&width=250","","Cherry","$2,499","https://www.gibson.com/products/gibson-80s-explorer-exclusive-classic-white","https://www.gibson.com/cdn/shop/files/DSXE00CWCH1_body.png?v=1745258701&width=250","https://www.gibson.com/products/gibson-explorer-80s-silverburst","https://www.gibson.com/cdn/shop/files/DSXE25SBCH3_224150270_1_Body.png?v=1761764490&width=250",""
"https://www.gibson.com/products/gibson-es-339-figured-dark-purple-burst","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/ES39F00PUNH1_218850231_1_Body.png?v=1756222482&width=720","ES-339 Figured","Gibson","https://www.gibson.com/cdn/shop/files/ES39F00PUNH1_218850231_1_Body.png?v=1756222482&width=250","https://www.gibson.com/products/gibson-es-339-cherry","https://www.gibson.com/cdn/shop/files/ES3900CHNH1_body.webp?v=1744040378&width=250","https://www.gibson.com/products/gibson-es-339-figured-blueberry-burst","https://www.gibson.com/cdn/shop/files/ES39F00B9NH1_body.webp?v=1744040378&width=250","","Dark Purple Burst","$3,499","https://www.gibson.com/products/gibson-es-339-trans-ebony-transparent-ebony","https://www.gibson.com/cdn/shop/files/ES3900BLNH1_body.webp?v=1744040382&width=250","https://www.gibson.com/products/gibson-es-339-figured-sixties-cherry","https://www.gibson.com/cdn/shop/files/ES39F00SCNH1_body.webp?v=1744040373&width=250",""
"https://www.gibson.com/products/gibson-es-339-honeyburst","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/ES3900HBNH1_218950146_1_Body.png?v=1756222456&width=720","ES-339","Gibson","https://www.gibson.com/cdn/shop/files/ES3900HBNH1_218950146_1_Body.png?v=1756222456&width=250","https://www.gibson.com/products/gibson-es-339-cherry","https://www.gibson.com/cdn/shop/files/ES3900CHNH1_body.webp?v=1744040378&width=250","https://www.gibson.com/products/gibson-es-339-figured-sixties-cherry","https://www.gibson.com/cdn/shop/files/ES39F00SCNH1_body.webp?v=1744040373&width=250","","Honey Burst","$2,999","https://www.gibson.com/products/gibson-es-339-trans-ebony-transparent-ebony","https://www.gibson.com/cdn/shop/files/ES3900BLNH1_body.webp?v=1744040382&width=250","https://www.gibson.com/products/gibson-es-339-figured-dark-purple-burst","https://www.gibson.com/cdn/shop/files/ES39F00PUNH1_218850231_1_Body.png?v=1756222482&width=250",""
"https://www.gibson.com/products/gibson-custom-1959-es-335-reissue-ultra-heavy-aged-vintage-burst","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/59ES335UHVBNH1_A950126__1_Body.png?v=1758213408&width=720","1959 ES-335 Reissue, Ultra Heavy Aged","Gibson Custom","https://www.gibson.com/cdn/shop/files/59ES335UHVBNH1_A950126__1_Body.png?v=1758213408&width=250","https://www.gibson.com/products/gibson-custom-1959-es-335-reissue-ultra-heavy-aged-vintage-natural","https://www.gibson.com/cdn/shop/files/59ES335UHVNNH1_body.webp?v=1744040944&width=250","","","","Vintage Burst","$9,999","","","","",""
"https://www.gibson.com/products/gibson-custom-1957-les-paul-junior-single-cut-reissue-heavy-aged-vintage-sunburst","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/LPJRSC57HAVSNH1_751038_1_Body.png?v=1758224965&width=720","1957 Les Paul Junior Reissue, Heavy Aged","Gibson Custom","https://www.gibson.com/cdn/shop/files/LPJRSC57HAVSNH1_751038_1_Body.png?v=1758224965&width=250","https://www.gibson.com/products/gibson-custom-1957-les-paul-junior-single-cut-reissue-heavy-aged-tv-yellow","https://www.gibson.com/cdn/shop/files/LPJRSC57HATVNH1_body.webp?v=1744039876&width=250","","","","Vintage Sunburst","$6,499","","","","",""
"https://www.gibson.com/products/gibson-custom-1960-les-paul-junior-reissue-ultra-heavy-aged-tv-yellow","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/LPJRDC60UHTVNH1_05396_1_Body.png?v=1756937149&width=720","1960 Les Paul Junior Reissue, Ultra Heavy Aged","Gibson Custom","https://www.gibson.com/cdn/shop/files/LPJRDC60UHTVNH1_05396_1_Body.png?v=1756937149&width=250","https://www.gibson.com/products/gibson-custom-1960-les-paul-junior-double-cut-reissue-ultra-heavy-aged-ebony","https://www.gibson.com/cdn/shop/files/LPJRDC60UHEBNH1_body.webp?v=1744039876&width=250","","","","TV Yellow","$7,999","","","","",""
"https://www.gibson.com/products/gibson-certified-vintage-1956-les-paul-standard-goldtop-sn-6-2881","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/GCVP0120_1_Body.png?v=1756224186&width=720","1956 Gibson Les Paul Standard","Gibson Certified Vintage","https://www.gibson.com/cdn/shop/files/GCVP0120_1_Body.png?v=1756224186&width=250","","","","","Certified Vintage","Goldtop","$79,999","","","","",""
"https://www.gibson.com/products/gibson-custom-1957-mahogany-moderne-reissue-antique-natural","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/57MMANVOGH1_EXP-03_1_Body.png?v=1756222215&width=720","1957 Mahogany Moderne Reissue, VOS","Gibson Custom","https://www.gibson.com/cdn/shop/files/57MMANVOGH1_EXP-03_1_Body.png?v=1756222215&width=250","","","","","","Antique Natural","$5,499","","","","",""
"https://www.gibson.com/products/gibson-custom-1957-mahogany-futura-reissue-antique-natural","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/57MFANVOGH1_MAHFUT-EXP-01_1_Body.png?v=1756222175&width=720","1957 Mahogany Futura Reissue, VOS","Gibson Custom","https://www.gibson.com/cdn/shop/files/57MFANVOGH1_MAHFUT-EXP-01_1_Body.png?v=1756222175&width=250","","","","","","Antique Natural","$5,499","","","","",""
"https://www.gibson.com/products/gibson-custom-1958-mahogany-flying-v-reissue-antique-natural","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/58MVANVOGH1_1_Body.png?v=1758302947&width=720","1958 Mahogany Flying V Reissue, VOS","Gibson Custom","https://www.gibson.com/cdn/shop/files/58MVANVOGH1_1_Body.png?v=1758302947&width=250","","","","","","Antique Natural","$5,499","","","","",""
"https://www.gibson.com/products/gibson-custom-1958-mahogany-explorer-reissue-antique-natural","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/58MEXPANVOGH1_MAHEX-EXP-02_1_Body.png?v=1756222267&width=720","1958 Mahogany Explorer Reissue, VOS","Gibson Custom","https://www.gibson.com/cdn/shop/files/58MEXPANVOGH1_MAHEX-EXP-02_1_Body.png?v=1756222267&width=250","","","","","","Antique Natural","$5,499","","","","",""
"https://www.gibson.com/products/gibson-les-paul-standard-60s-double-trouble-vintage-bourbon-burst","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/LPS6DCW25VUNH1_1_Body.png?v=1755622091&width=720","Les Paul Standard 60s Double Trouble","Gibson","https://www.gibson.com/cdn/shop/files/LPS6DCW25VUNH1_1_Body.png?v=1755622091&width=250","https://www.gibson.com/products/gibson-les-paul-standard-60s-double-trouble-vintage-honey-burst","https://www.gibson.com/cdn/shop/files/LPS6DCW25VHNH1_1_Body.png?v=1755622139&width=250","https://www.gibson.com/products/gibson-les-paul-standard-60s-double-trouble-vintage-cherry-sunburst","https://www.gibson.com/cdn/shop/files/LPS6DCW25VCNH1_1_Body.png?v=1744041817&width=250","","Vintage Bourbon Burst","$2,799","","","https://www.gibson.com/products/gibson-les-paul-standard-60s-double-trouble-vintage-tobacco-burst","https://www.gibson.com/cdn/shop/files/LPS6DCW25VONH1_1_Body.png?v=1744041817&width=250",""
"https://www.gibson.com/products/gibson-les-paul-standard-60s-double-trouble-vintage-honey-burst","https://cdn.shopify.com/s/files/1/0659/3966/9171/files/LPS6DCW25VHNH1_1_Body.png?v=1755622139&width=720","Les Paul Standard 60s Double Trouble","Gibson","https://www.gibson.com/cdn/shop/files/LPS6DCW25VHNH1_1_Body.png?v=1755622139&width=250","https://www.gibson.com/products/gibson-les-paul-standard-60s-double-trouble-vintage-bourbon-burst","https://www.gibson.com/cdn/shop/files/LPS6DCW25VUNH1_1_Body.png?v=1755622091&width=250","https://www.gibson.com/products/gibson-les-paul-standard-60s-double-trouble-vintage-cherry-sunburst","https://www.gibson.com/cdn/shop/files/LPS6DCW25VCNH1_1_Body.png?v=1744041817&width=250","","Vintage Honey Burst","$2,799","","","https://www.gibson.com/products/gibson-les-paul-standard-60s-double-trouble-vintage-tobacco-burst","https://www.gibson.com/cdn/shop/files/LPS6DCW25VONH1_1_Body.png?v=1744041817&width=250",""
